name,canonical_smiles,smiles,inchi_key,sources,source_ids,in_dilirank,dilirank_category,in_tdc_dili_pos,sider_terms,known_hepatotoxic
SULFAMETHOXAZOLE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL443;2514;5329,0,unknown,1,,1
MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,SBDNJUWAMKYJOX-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL509;CHEMBL1562610;1650;4037,0,unknown,1,,1
METOLAZONE,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL878;1783;4170,1,Ambiguous-DILI-Concern,1,,1
CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL134;CHEMBL1705;704;2803,1,Ambiguous-DILI-Concern,1,,1
FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL35;1258;3440,1,Ambiguous-DILI-Concern,1,,1
Flucytosine,Nc1[nH]c(=O)ncc1F,C1=NC(=O)NC(=C1F)N,XRECTZIEBJDKEO-UHFFFAOYSA-N,pubchem,3366,1,Ambiguous-DILI-Concern,1,,1
INAMRINONE,Nc1cc(-c2ccncc2)c[nH]c1=O,Nc1cc(-c2ccncc2)c[nH]c1=O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL12856;CHEMBL2096642;201;3698,0,unknown,1,,1
SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL21;2521;5333,0,unknown,1,,1
FLUCYTOSINE,Nc1nc(=O)[nH]cc1F,Nc1nc(=O)[nH]cc1F,XRECTZIEBJDKEO-UHFFFAOYSA-N,chembl;drugcentral,CHEMBL1463;1188,1,Ambiguous-DILI-Concern,1,,1
uracil mustard,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,ClCCN(CCCl)C1=CNC(=O)NC1=O,IDPUKCWIGUEADI-UHFFFAOYSA-N,drugcentral;pubchem,2795;6194,0,unknown,1,,1
DIMERCAPROL,OCC(S)CS,OCC(S)CS,WQABCVAJNWAXTE-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1597;3150;3080,1,vNo-DILI-Concern,1,,1
DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL932;924;3108,1,Ambiguous-DILI-Concern,1,,1
oxyquinoline,Oc1cccc2cccnc12,OC1=CC=CC2=C1N=CC=C2,MCJGNVYPOGVAJF-UHFFFAOYSA-N,drugcentral;pubchem,3290;1923;119117,0,unknown,1,,1
URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,Oc1ncc(N(CCCl)CCCl)c(O)n1,IDPUKCWIGUEADI-UHFFFAOYSA-N,chembl,CHEMBL1488,0,unknown,1,,1
Phenothiazine,c1ccc2c(c1)Nc1ccccc1S2,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,WJFKNYWRSNBZNX-UHFFFAOYSA-N,pubchem,7108,0,unknown,1,,1
