name,canonical_smiles,smiles,inchi_key,sources,source_ids,in_dilirank,dilirank_category,in_tdc_dili_pos,sider_terms,known_hepatotoxic
ABIRATERONE ACETATE,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,UVIQSJCZCSLXRZ-UBUQANBQSA-N,chembl;drugcentral,CHEMBL271227;4176,1,vMost-DILI-Concern,0,,1
FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1297;CHEMBL2103736;1154;3342,1,vMost-DILI-Concern,1,,1
FLUTAMIDE,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL806;1223;3397,1,vMost-DILI-Concern,1,,1
DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,chembl;drugcentral;pubchem,CHEMBL1323;CHEMBL1201127;4143;213039,1,vMost-DILI-Concern,0,,1
CARFILZOMIB,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,BLMPQMFVWMYDKT-NZTKNTHTSA-N,chembl;drugcentral;pubchem,CHEMBL451887;4483;11556711,1,vMost-DILI-Concern,0,,1
bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,drugcentral;pubchem,391;387447,1,vMost-DILI-Concern,0,,1
iproniazid,CC(C)NNC(=O)c1ccncc1,CC(C)NNC(=O)C1=CC=NC=C1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,drugcentral;pubchem,1480;3748,1,vMost-DILI-Concern,1,,1
ATORVASTATIN CALCIUM,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],XUKUURHRXDUEBC-KAYWLYCHSA-N,chembl;drugcentral;pubchem,CHEMBL393220;CHEMBL1487;257;60823,1,vMost-DILI-Concern,0,,1
RITONAVIR,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,NCDNCNXCDXHOMX-XGKFQTDJSA-N,chembl;drugcentral;pubchem,CHEMBL163;2391;392622,1,vMost-DILI-Concern,0,,1
LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL429;CHEMBL1200323;1531;3869,1,vMost-DILI-Concern,0,,1
Alaproclate,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,FZSPJBYOKQPKCD-UHFFFAOYSA-N,pubchem,2081,1,vMost-DILI-Concern,0,,1
BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL409;367;2375,1,vMost-DILI-Concern,0,,1
ZILEUTON,CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(c1cc2ccccc2s1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL93;2862;60490,1,vMost-DILI-Concern,1,,1
TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-N,chembl;drugcentral;pubchem,CHEMBL83;CHEMBL786;2561;2733526,1,vMost-DILI-Concern,0,,1
NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1274;1933;4493,1,vMost-DILI-Concern,1,,1
ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-XFYACQKRSA-N,chembl;drugcentral;pubchem,CHEMBL547;1508;5282379,1,vMost-DILI-Concern,0,,1
sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,MLKXDPUZXIRXEP-MFOYZWKCSA-N,drugcentral;pubchem,2534;1548887,1,vMost-DILI-Concern,0,,1
SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N,chembl,CHEMBL15770,1,vMost-DILI-Concern,0,,1
ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,chembl;drugcentral,CHEMBL64391;1513,1,vMost-DILI-Concern,1,,1
TESTOSTERONE ENANTHATE,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VOCBWIIFXDYGNZ-IXKNJLPQSA-N,chembl;drugcentral;pubchem,CHEMBL1200335;4609;9416,1,vMost-DILI-Concern,0,,1
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,chembl;drugcentral;pubchem,CHEMBL175247;1996;3034010,1,vMost-DILI-Concern,0,,1
Suloctidil,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1,CCCCCCCCN[C@@H](C)[C@@H](C1=CC=C(C=C1)SC(C)C)O,BFCDFTHTSVTWOG-PXNSSMCTSA-N,pubchem,6604413,1,vMost-DILI-Concern,0,,1
FINGOLIMOD,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,KKGQTZUTZRNORY-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL314854;CHEMBL544665;CHEMBL5095050;4167;107970,1,vMost-DILI-Concern,0,,1
micafungin,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,PIEUQSKUWLMALL-LXWXBMNESA-N,drugcentral,1798,1,vMost-DILI-Concern,0,,1
anidulafungin,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)cc2)cc1,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,JHVAMHSQVVQIOT-FUVWCVBOSA-N,drugcentral,4357,1,vMost-DILI-Concern,0,,1
Aplaviroc,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,CCCCN1C(=O)[C@H](NC(=O)C12CCN(CC2)CC3=CC=C(C=C3)OC4=CC=C(C=C4)C(=O)O)[C@@H](C5CCCCC5)O,GWNOTCOIYUNTQP-FQLXRVMXSA-N,pubchem,3001322,1,vMost-DILI-Concern,0,,1
DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL184412;CHEMBL1201729;4112;208898,1,vMost-DILI-Concern,0,,1
AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL633;CHEMBL1083993;176;2157,1,vMost-DILI-Concern,0,,1
MACITENTAN,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,JGCMEBMXRHSZKX-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL2103873;4809;16004692,1,vMost-DILI-Concern,0,,1
ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,chembl,CHEMBL1483,1,vMost-DILI-Concern,0,,1
albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,HXHWSAZORRCQMX-UHFFFAOYSA-N,drugcentral;pubchem,103;2082,1,vMost-DILI-Concern,0,,1
TIPRANAVIR,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,SUJUHGSWHZTSEU-FYBSXPHGSA-N,chembl;drugcentral;pubchem,CHEMBL222559;3609;54682461,1,vMost-DILI-Concern,0,,1
PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,CCCc1cc(=O)[nH]c(=S)[nH]1,KNAHARQHSZJURB-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1518;2308;657298,1,vMost-DILI-Concern,1,,1
MILNACIPRAN,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,GJJFMKBJSRMPLA-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL259209;CHEMBL4297064;1808;11622909,1,vMost-DILI-Concern,0,,1
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL964;928;3117,1,vMost-DILI-Concern,0,,1
Pralnacasan,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,CXAGHAZMQSCAKJ-WAHHBDPQSA-N,pubchem,153270,1,vMost-DILI-Concern,0,,1
ETHAMBUTOL,CC[C@@H](CO)NCCN[C@@H](CC)CO,CC[C@@H](CO)NCCN[C@@H](CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N,chembl;drugcentral;pubchem,CHEMBL44884;CHEMBL3140361;1073;14052,1,vMost-DILI-Concern,0,,1
POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,RAGOYPUPXAKGKH-XAKZXMRKSA-N,chembl;drugcentral;pubchem,CHEMBL1397;3483;468595,1,vMost-DILI-Concern,0,,1
IDELALISIB,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,chembl,CHEMBL2216870,1,vMost-DILI-Concern,0,,1
idelalisib,CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,drugcentral;pubchem,4878;11625818,1,vMost-DILI-Concern,0,,1
TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,LJVAJPDWBABPEJ-PNUFFHFMSA-N,chembl;drugcentral;pubchem,CHEMBL1136;2581;3002190,1,vMost-DILI-Concern,0,,1
CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,chembl;drugcentral;pubchem,CHEMBL1741;668;84029,1,vMost-DILI-Concern,0,,1
ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL622;1103;3308,1,vMost-DILI-Concern,1,,1
DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,CN(C)/N=N/c1[nH]cnc1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,chembl,CHEMBL476,1,vMost-DILI-Concern,0,,1
dacarbazine,CN(C)/N=N/c1nc[nH]c1C(N)=O,CN(C)\N=N\C1=C(NC=N1)C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,drugcentral;pubchem,773;135398738,1,vMost-DILI-Concern,0,,1
CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL415;CHEMBL1200710;701;2801,1,vMost-DILI-Concern,0,,1
niperotidine,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,CN(C)CC1=CC=C(CSCCNC(NCC2=CC3=C(OCO3)C=C2)=C[N+]([O-])=O)O1,HXRSXEDVVARPHP-UHFFFAOYSA-N,drugcentral,4002,1,vMost-DILI-Concern,1,,1
Tigecycline,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,SOVUOXKZCCAWOJ-HJYUBDRYSA-N,pubchem,54686904,1,vMost-DILI-Concern,0,,1
Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,pubchem,54675783,1,vMost-DILI-Concern,0,,1
TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,chembl;drugcentral;pubchem,CHEMBL822;CHEMBL1200832;2597;1549008,1,vMost-DILI-Concern,0,,1
METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-ZDUSSCGKSA-N,chembl;drugcentral;pubchem,CHEMBL34259;CHEMBL3244648;1751;126941,1,vMost-DILI-Concern,0,,1
Falnidamol,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl,FTFRZXFNZVCRSK-UHFFFAOYSA-N,pubchem,6918508,1,vMost-DILI-Concern,1,,1
CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL42;722;135398737,1,vMost-DILI-Concern,0,,1
droxicam,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=C(C=CC=C2)S1(=O)=O,OEHFRZLKGRKFAS-UHFFFAOYSA-N,drugcentral;pubchem,970;65679,1,vMost-DILI-Concern,1,,1
REGORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1946170;4654;11167602,1,vMost-DILI-Concern,0,,1
