canonical_smiles,name,smiles,inchi_key,sources,source_ids,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic,sider_terms
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,"17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,GCKMFJBGXUYNAG-UHFFFAOYSA-N,sider,4160,0,unknown,0,1,Jaundice cholestatic
CN1CCN2c3ccccc3Cc3ccccc3C2C1,Mianserin,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,UEQUQVLFIPOEMF-UHFFFAOYSA-N,sider,4184,0,unknown,0,1,Hepatic enzyme increased;Hepatic function abnormal;Hepatitis;Jaundice
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,BYBLEWFAAKGYCD-UHFFFAOYSA-N,sider,4189,0,unknown,0,1,Gamma-glutamyltransferase increased;Hepatitis
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,Midodrine,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,PTKSEFOSCHHMPD-UHFFFAOYSA-N,sider,4195,0,unknown,0,1,Hepatic enzyme increased;Hepatic function abnormal
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,PZRHRDRVRGEVNW-UHFFFAOYSA-N,sider,4197,0,unknown,0,1,Liver function test abnormal
N=c1nc(N2CCCCC2)cc(N)n1O,Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,sider,4201,0,unknown,0,1,Blood alkaline phosphatase increased
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,sider,4211,0,unknown,0,1,Autoimmune hepatitis;Hepatic enzyme increased;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Liver injury
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,Moclobemide,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,YHXISWVBGDMDLQ-UHFFFAOYSA-N,sider,4235,0,unknown,0,1,Hepatic enzyme increased
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,(1-(((1-(3-(2-(7-Chloroquinolin-2-yl)ethenyl)phenyl)-3-(2-(2-hydroxypropan-2-yl)phenyl)propyl)sulfanyl)methyl)cyclopropyl)acetic acid,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,UCHDWCPVSPXUMX-UHFFFAOYSA-N,sider,4248,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic infiltration eosinophilic;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Jaundice;Liver disorder;Liver injury;Traumatic liver injury
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,"Morphinan-3,6alpha-diol, 7,8-didehydro-4,5alpha-epoxy-17-methyl-",CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-UHFFFAOYSA-N,sider,4253,0,unknown,0,1,Hepatitis;Liver function test abnormal
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"1-Cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-(octahydro-6H-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid",COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,FABPRXSRWADJSP-UHFFFAOYSA-N,sider,4259,0,unknown,0,1,Acute yellow liver atrophy;Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Hepatitis fulminant;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury;Transaminases increased
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-isobenzofuran-5-yl)-4-methyl-4-hexenoic acid 2-(4-morpholinyl)ethyl ester,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,RTGDFNSFWBGLEC-UHFFFAOYSA-N,sider,4271,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Hepatitis B;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,"6-(1,3-Dihydro-4-hydroxy-6-methoxy-7-methyl-3-oxo-5-isobenzofuranyl)-4-methyl-4-hexenoic acid",CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,HPNSFSBZBAHARI-UHFFFAOYSA-N,sider,4272,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatitis;Hepatitis B;Hepatitis C;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury
COc1ccc2cc(CCC(C)=O)ccc2c1,Nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,BLXXJMDCKKHMKV-UHFFFAOYSA-N,sider,4409,0,unknown,0,1,Hepatic failure;Jaundice;Jaundice cholestatic;Liver function test abnormal
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,GlyTouCan:G51670LK,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,sider,4411,0,unknown,0,1,Hepatic enzyme increased
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,"17-(Cyclopropylmethyl)-4,5alpha-epoxy-6-methylenemorphinan-3,14-diol",C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,WJBLNOPPDWQMCH-UHFFFAOYSA-N,sider,4422,0,unknown,0,1,Aspartate aminotransferase increased;Hepatitis;Liver injury;Traumatic liver injury
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,"3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,DQCKKXVULJGBQN-UHFFFAOYSA-N,sider,4428,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatitis;Hepatitis C;Hepatotoxicity
CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,Anabolicum,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,JKWKMORAXJQQSR-UHFFFAOYSA-N,sider,4432,0,unknown,0,1,Hepatic function abnormal;Jaundice
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,Naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,AMKVXSZCKVJAGH-UHFFFAOYSA-N,sider,4440,0,unknown,0,1,Blood bilirubin abnormal;Liver function test abnormal
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,2-{[4-(Methylethyl)cyclohexyl]carbonylamino}-3-phenylpropanoic acid,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,OELFLUMRDSZNSF-UHFFFAOYSA-N,sider,4443,0,unknown,0,1,Hepatic enzyme increased;Hepatitis cholestatic;Jaundice
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Nefazodone,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,sider,4449,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic failure;Hepatic necrosis;Hepatitis;Liver function test abnormal
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,"N-tert-butyl-2-[2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinoline-3-carboxamide",CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,QAGYKUNXZHXKMR-UHFFFAOYSA-N,sider,4451,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic enzyme increased;Hepatitis;Jaundice;Liver function test abnormal
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,Nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,sider,4497,0,unknown,0,1,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatitis;Jaundice;Liver function test abnormal
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],Nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,VKQFCGNPDRICFG-UHFFFAOYSA-N,sider,4499,0,unknown,0,1,Hepatomegaly;Liver function test abnormal
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,Nitrazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,KJONHKAYOJNZEC-UHFFFAOYSA-N,sider,4506,0,unknown,0,1,Jaundice
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,Furantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],NXFQHRVNIOXGAQ-UHFFFAOYSA-N,sider,4509,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Jaundice cholestatic;Liver disorder
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,"1-Ethynyl-1-hydroxy-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta(a)phenanthren-7-one",CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,VIKNJXKGJWUCNN-UHFFFAOYSA-N,sider,4536,0,unknown,0,1,Benign hepatic neoplasm;Hepatitis;Jaundice cholestatic
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,2-Ethoxy-4-(2-((3-methyl-1-(2-(piperidin-1-yl)phenyl)butyl)amino)-2-oxoethyl)benzoic acid,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,FAEKWTJYAYMJKF-UHFFFAOYSA-N,sider,4547,0,unknown,0,1,Hepatic enzyme increased;Hepatic function abnormal;Hepatitis;Jaundice
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,olanzapine,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,WXPNDRBBWZMPQG-UHFFFAOYSA-N,sider,4585,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin decreased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic steatosis;Hepatitis;Jaundice;Liver disorder;Mixed liver injury
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1-(3-Hexyl-4-oxooxetan-2-yl)tridecan-2-yl 2-formamido-4-methylpentanoate,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,AHLBNYSZXLDEJQ-UHFFFAOYSA-N,sider,4599,0,unknown,0,1,Hepatic failure;Hepatitis
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,Ethyl 4-acetamido-5-amino-3-((pentan-3-yl)oxy)cyclohex-1-ene-1-carboxylate,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,VSZGPKBBMSAYNT-UHFFFAOYSA-N,sider,4603,0,unknown,0,1,Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis fulminant;Hepatocellular injury;Hepatotoxicity;Jaundice;Liver disorder;Liver function test abnormal
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,"3,3-Dimethyl-6-{[(5-methyl-3-phenyl-1,2-oxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],UWYHMGVUTGAWSP-UHFFFAOYSA-M,sider,4607,0,unknown,0,1,Aspartate aminotransferase increased;Hepatotoxicity;Liver function test abnormal
NC1CCCCC1N,"Platinum,2-cyclohexanediamine-N,N')[ethanedioato(2-)-O,O']-, [SP-4-2-(cis)]-",C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],DRMCATBEKSVAPL-UHFFFAOYSA-N,sider,4609,0,unknown,0,1,Blood alkaline phosphatase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Hepatocellular injury;Hepatotoxicity;Liver disorder;Transaminases increased;Venoocclusive liver disease
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,sider,4616,0,unknown,0,1,Hepatic function abnormal;Jaundice
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,"4a-Hydroxy-9-methoxy-3-methyl-2,3,4,4a,5,6-hexahydro-1H-4,12-methano(1)benzofuro(3,2-e)isoquinolin-7(7aH)-one",CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,BRUQQQPBMZOVGD-UHFFFAOYSA-N,sider,4635,0,unknown,0,1,Cholestasis;Hepatic enzyme increased;Hepatitis;Hepatomegaly
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,"oxymetholone, Unimed",CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,ICMWWNHDUZJFDW-UHFFFAOYSA-N,sider,4638,0,unknown,0,1,Hepatic necrosis;Jaundice cholestatic
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,"4,10-Bis(acetyloxy)-13-((3-benzamido-2-hydroxy-3-phenylpropanoyl)oxy)-1,7-dihydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate",CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,RCINICONZNJXQF-UHFFFAOYSA-N,sider,4666,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic encephalopathy;Hepatic necrosis;Hepatomegaly;Liver function test abnormal
NCCC(O)(P(=O)(O)O)P(=O)(O)O,Pamidronic Acid Sodium Salt Hydrate,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],CEYUIFJWVHOCPP-UHFFFAOYSA-L,sider,4673,0,unknown,0,1,Hepatic function abnormal;Liver function test abnormal
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,AHOUBRCZNHFOSL-UHFFFAOYSA-N,sider,4691,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Drug-induced liver injury;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Jaundice;Liver function test abnormal;Transaminases increased
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,penciclovir,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,JNTOCHDNEULJHD-UHFFFAOYSA-N,sider,4725,0,unknown,0,1,Jaundice cholestatic;Liver function test abnormal
CC(C)(S)C(N)C(=O)O,(+-)-Penicillamine,CC(C)(C(C(=O)O)N)S,VVNCNSJFMMFHPL-UHFFFAOYSA-N,sider,4727,0,unknown,0,1,Blood alkaline phosphatase increased;Cholestasis;Hepatic failure;Hepatic function abnormal;Hepatitis toxic
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,XDRYMKDFEDOLFX-UHFFFAOYSA-N,sider,4735,0,unknown,0,1,Hepatic function abnormal;Hepatitis;Hepatomegaly;Liver function test abnormal
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,Talwin,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,VOKSWYLNZZRQPF-UHFFFAOYSA-N,sider,4736,0,unknown,0,1,Hepatic function abnormal
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,sider,4737,0,unknown,0,1,Hepatocellular injury;Liver injury
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,2'-Deoxycoformycin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,FPVKHBSQESCIEP-UHFFFAOYSA-N,sider,4739,0,unknown,0,1,Hepatic enzyme increased;Hepatocellular injury;Liver disorder;Liver function test abnormal
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,sider,4740,0,unknown,0,1,Cholestasis;Hepatitis;Jaundice
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,8beta-[(Methylthio)methyl]-6-propylergoline,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-UHFFFAOYSA-N,sider,4745,0,unknown,0,1,Hepatitis;Hepatomegaly;Jaundice;Liver function test abnormal
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,Perhexiline,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N,sider,4746,0,unknown,0,1,Hepatitis;Hepatitis viral;Hepatocellular injury;Liver injury
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Periciazine,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,LUALIOATIOESLM-UHFFFAOYSA-N,sider,4747,0,unknown,0,1,Jaundice;Jaundice cholestatic;Liver injury;Traumatic liver injury
Nc1ccc(N=Nc2ccccc2)c(N)n1,Phenazopyridine,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,QPFYXYFORQJZEC-UHFFFAOYSA-N,sider,4756,0,unknown,0,1,Hepatitis;Jaundice
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,DDBREPKUVSBGFI-UHFFFAOYSA-N,sider,4763,0,unknown,0,1,Hepatitis;Hepatocellular injury;Liver injury
CC(N)C(O)c1ccccc1,"(1S,2R)-(+)-Norephedrine",CC(C(C1=CC=CC=C1)O)N,DLNKOYKMWOXYQA-UHFFFAOYSA-N,sider,4786,0,unknown,0,1,Hepatocellular injury;Liver injury
CCC1C(=O)OCC1Cc1cncn1C,"2(3H)-Furanone, 3-ethyldihydro-4-((1-methyl-1H-imidazol-5-yl)methyl)-, (3S-cis)-",CCC1C(COC1=O)CC2=CN=CN2C,QCHFTSOMWOSFHM-UHFFFAOYSA-N,sider,4819,0,unknown,0,1,Hepatitis;Liver function test abnormal
CC(C)NCC(O)COc1cccc2[nH]ccc12,Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,JZQKKSLKJUAGIC-UHFFFAOYSA-N,sider,4828,0,unknown,0,1,Transaminases increased
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,"6-{[{[(4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],IVBHGBMCVLDMKU-UHFFFAOYSA-M,sider,4834,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Jaundice;Liver disorder
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,Polythiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,CYLWJCABXYDINA-UHFFFAOYSA-N,sider,4870,0,unknown,0,1,Jaundice;Jaundice cholestatic
CCCNC1CCc2nc(N)sc2C1,"4,5,6,7-Tetrahydro-N6-propyl-2,6-benzothiazolediamine",CCCNC1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-UHFFFAOYSA-N,sider,4885,0,unknown,0,1,Hepatic cancer;Hepatic neoplasm
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,"3,5-Dihydroxy-7-(6-hydroxy-2-methyl-8-((2-methylbutanoyl)oxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl)heptanoic acid",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,TUZYXOIXSAXUGO-UHFFFAOYSA-N,sider,4889,0,unknown,0,1,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic cancer;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Hepatocellular carcinoma;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal;Transaminases increased
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,"11,17,21-Trihydroxypregna-1,4-diene-3,20-dione",CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,OIGNJSKKLXVSLS-UHFFFAOYSA-N,sider,4894,0,unknown,0,1,Hepatomegaly
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,"11,17-Dihydroxy-3,20-dioxopregna-1,4-dien-21-yl acetate",CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,LRJOMUJRLNCICJ-UHFFFAOYSA-N,sider,4895,0,unknown,0,1,Hepatomegaly
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,"17,21-Dihydroxypregna-1,4-diene-3,11,20-trione",CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,XOFYZVNMUHMLCC-UHFFFAOYSA-N,sider,4900,0,unknown,0,1,Alanine aminotransferase increased;Hepatomegaly
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,DBABZHXKTCFAPX-UHFFFAOYSA-N,sider,4911,0,unknown,0,1,Hepatic necrosis
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"1-acetyl-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-UHFFFAOYSA-N,sider,4920,0,unknown,0,1,Alanine aminotransferase increased;Aspartate aminotransferase increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatitis cholestatic;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal;Transaminases increased
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,N1-(4-Chlorophenyl)-N5-isopropylbiguanide,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,SSOLNOMRVKKSON-UHFFFAOYSA-N,sider,4923,0,unknown,0,1,Hepatic enzyme increased
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,Proparacaine,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,KCLANYCVBBTKTO-UHFFFAOYSA-N,sider,4935,0,unknown,0,1,Liver disorder
CNCCCC1c2ccccc2C=Cc2ccccc21,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,BWPIARFWQZKAIA-UHFFFAOYSA-N,sider,4976,0,unknown,0,1,Jaundice
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,"2-(N-(1-Ethoxy-1-oxo-4-phenylbutan-2-yl)alanyl)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,JSDRRTOADPPCHY-UHFFFAOYSA-N,sider,5005,0,unknown,0,1,Hepatitis;Liver function test abnormal
