name,smiles,canonical_smiles,inchi_key,sources,source_ids,sider_terms,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic
Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,OUDSBRTVNLOZBN-UHFFFAOYSA-N,sider,5503,Jaundice cholestatic,0,unknown,0,1
Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,sider,5505,Jaundice cholestatic,0,unknown,0,1
Tolmetin(1-),CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-],Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-M,sider,5508,Hepatitis,0,unknown,0,1
"(2,2,7,7-Tetramethyltetrahydro-2H,3aH,7H-bis(1,3)dioxolo(4,5-b:4',5'-d)pyran-3a-yl)methyl sulfamate",CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,KJADKKWYZYXHBB-UHFFFAOYSA-N,sider,5514,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Liver function test abnormal,0,unknown,0,1
"10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,UCFGDBYHRUNTLO-UHFFFAOYSA-N,sider,5515,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased;Hepatic pain,0,unknown,0,1
"2-[4-(4-chloro-1,2-diphenylbut-1-enyl)phenoxy]-N,N-dimethylethanamine",CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,XFCLJVABOIYOMF-UHFFFAOYSA-N,sider,5516,Hepatitis toxic;Hepatocellular injury;Jaundice;Liver disorder;Liver function test abnormal,0,unknown,0,1
2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N,sider,5523,Alanine aminotransferase decreased;Alanine aminotransferase increased;Aspartate aminotransferase decreased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatitis;Liver function test abnormal,0,unknown,0,1
CI-907,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,VXFJYXUZANRPDJ-UHFFFAOYSA-N,sider,5525,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatic enzyme increased;Hepatitis;Jaundice cholestatic;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Tranylcypromine,C1C(C1N)C2=CC=CC=C2,NC1CC1c1ccccc1,AELCINSCMGFISI-UHFFFAOYSA-N,sider,5530,Hepatitis,0,unknown,0,1
Trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N,sider,5533,Cholestasis;Jaundice;Jaundice cholestatic,0,unknown,0,1
"3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid",CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,SHGAZHPCJJPHSC-UHFFFAOYSA-N,sider,5538,Blood alkaline phosphatase increased;Blood bilirubin increased;Hepatitis;Hepatocellular injury;Hepatotoxicity;Liver disorder,0,unknown,0,1
Mycolog,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,GFNANZIMVAIWHM-UHFFFAOYSA-N,sider,5544,Hepatomegaly,0,unknown,0,1
Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,sider,5546,Jaundice,0,unknown,0,1
Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,JOFWLTCLBGQGBO-UHFFFAOYSA-N,sider,5556,Hepatic failure;Jaundice,0,unknown,0,1
Trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,sider,5566,Cholestasis;Hepatocellular injury;Jaundice;Liver injury,0,unknown,0,1
Trimethadione,CC1(C(=O)N(C(=O)O1)C)C,CN1C(=O)OC(C)(C)C1=O,IRYJRGCIQBGHIV-UHFFFAOYSA-N,sider,5576,Hepatitis,0,unknown,0,1
Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,FEZBIKUBAYAZIU-UHFFFAOYSA-N,sider,5577,Jaundice,0,unknown,0,1
Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,sider,5578,Hepatic necrosis;Jaundice cholestatic,0,unknown,0,1
"2,4-Diamino-5-methyl-6-{[(3,4,5-trimethoxyphenyl)amino]methyl}quinazolin-1-ium",CC1=C(C=CC2=C1C(=[NH+]C(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,NOYPYLRCIDNJJB-UHFFFAOYSA-O,sider,5582,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Hepatotoxicity,0,unknown,0,1
Trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,sider,5584,Jaundice,0,unknown,0,1
Troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N,sider,5591,Alanine aminotransferase increased;Hepatic function abnormal;Hepatitis;Jaundice;Liver function test abnormal,0,unknown,0,1
Delavirdine,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,WHBIGIKBNXZKFE-UHFFFAOYSA-N,sider,5625,Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Hepatic failure;Hepatitis;Hepatomegaly;Jaundice,0,unknown,0,1
"4-{4,7-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,sider,5645,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic cirrhosis;Hepatic enzyme increased;Hepatic function abnormal;Jaundice;Liver function test abnormal;Transaminases increased,0,unknown,0,1
VACV,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,HDOVUKNUBWVHOX-UHFFFAOYSA-N,sider,5647,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Hepatitis;Liver function test abnormal,0,unknown,0,1
"N-(1-Oxopentyl)-N-((2'-(2H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)valine",CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,ACWBQPMHZXGDFX-UHFFFAOYSA-N,sider,5650,Hepatic enzyme increased;Hepatitis,0,unknown,0,1
Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-UHFFFAOYSA-N,sider,5656,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Hepatic steatosis;Hepatitis;Hepatitis fulminant;Hepatocellular injury;Jaundice;Liver function test abnormal;Liver injury;Liver tenderness,0,unknown,0,1
Vigabatrin,C=CC(CCC(=O)O)N,C=CC(N)CCC(=O)O,PJDFLNIOAUIZSL-UHFFFAOYSA-N,sider,5665,Cholestasis,0,unknown,0,1
"Methyl 4-(acetyloxy)-15-(4-ethyl-8-(methoxycarbonyl)-1,3,6,7,8,9-hexahydro-2,6-methanoazecino(4,3-b)indol-8-yl)-3-hydroxy-16-methoxy-1-methyl-6,7-didehydroaspidospermidine-3-carboxylate",CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,GBABOYUKABKIAF-UHFFFAOYSA-N,sider,5672,Aspartate aminotransferase increased;Blood bilirubin increased;Hepatic failure;Transaminases increased,0,unknown,0,1
Zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK-UHFFFAOYSA-N,sider,5717,Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis fulminant;Hepatotoxicity;Jaundice;Liver function test abnormal;Liver injury;Traumatic liver injury,0,unknown,0,1
4-Amino-1-[5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,C1CC(OC1CO)N2C=CC(=NC2=O)N,Nc1ccn(C2CCC(CO)O2)c(=O)n1,WREGKURFCTUGRC-UHFFFAOYSA-N,sider,5718,Blood alkaline phosphatase increased;Hepatitis;Hepatocellular injury;Hepatomegaly;Jaundice;Liver injury,0,unknown,0,1
Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,HUNXMJYCHXQEGX-UHFFFAOYSA-N,sider,5719,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatotoxicity;Liver function test abnormal,0,unknown,0,1
"1-[(2R,4R,5S)-4-Azido-5-(hydroxymethyl)oxolan-2-YL]-5-methyl-pyrimidine-2,4-dione",CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-UHFFFAOYSA-N,sider,5726,Aspartate aminotransferase increased;Hepatitis;Hepatitis C;Hepatocellular injury;Hepatomegaly;Jaundice;Liver disorder,0,unknown,0,1
"4-((3-(2-(Dimethylamino)ethyl)-1H-indol-5-yl)methyl)-1,3-oxazolidin-2-one",CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,ULSDMUVEXKOYBU-UHFFFAOYSA-N,sider,5731,Blood alkaline phosphatase increased;Hepatic neoplasm;Jaundice,0,unknown,0,1
Zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZAFYATHCZYHLPB-UHFFFAOYSA-N,sider,5732,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Hepatic enzyme increased,0,unknown,0,1
Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,sider,5734,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatocellular injury;Jaundice cholestatic;Liver function test abnormal;Liver injury,0,unknown,0,1
Zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,sider,5735,Aspartate aminotransferase increased;Hepatitis;Hepatocellular injury;Hepatomegaly;Liver injury,0,unknown,0,1
"1-(19-Amino-7-(2-Amino-2-Oxoethyl)-10-(3-Amino-3-Oxopropyl)-13-Butan-2-Yl-16-((4-Hydroxyphenyl)Methyl)-6,9,12,15,18-Pentaoxo-1,2-Dithia-5,8,11,14,17-Pentazacycloicosane-4-Carbonyl)-N-(1-((2-Amino-2-Oxoethyl)Amino)-4-Methyl-1-Oxopentan-2-Yl)Pyrrolidine-2-Carboxamide",CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,XNOPRXBHLZRZKH-UHFFFAOYSA-N,sider,5771,Jaundice neonatal,0,unknown,0,1
Methylprednisolone Acetate,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,PLBHSZGDDKCEHR-LFYFAGGJSA-N,sider,5877,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased,0,unknown,0,1
Oxandrolone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,QSLJIVKCVHQPLV-PEMPUTJUSA-N,sider,5878,Hepatic necrosis;Jaundice cholestatic,0,unknown,0,1
Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,OGWKCGZFUXNPDA-XQKSVPLYSA-N,sider,5978,Aspartate aminotransferase increased;Hepatic failure;Venoocclusive liver disease,0,unknown,0,1
Ethylenediaminetetraacetic Acid,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,sider,6049,Aspartate aminotransferase increased,0,unknown,0,1
Cysteamine,C(CS)N,NCCS,UFULAYFCSOUIOV-UHFFFAOYSA-N,sider,6058,Blood alkaline phosphatase increased;Hepatic function abnormal;Liver function test abnormal,0,unknown,0,1
Triamcinolone Acetonide,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,YNDXUCZADRHECN-JNQJZLCISA-N,sider,6436,Hepatomegaly,0,unknown,0,1
Bromocresol Green,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,FRPHFZCDPYBUAU-UHFFFAOYSA-N,sider,6451,Granulomatous liver disease;Hepatitis,0,unknown,0,1
Tris(hydroxymethyl)aminomethane,C(C(CO)(CO)N)O,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,sider,6503,Hepatic necrosis,0,unknown,0,1
Cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,UVKZSORBKUEBAZ-UHFFFAOYSA-N,sider,6726,Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Jaundice cholestatic,0,unknown,0,1
2-Phenylbutyric Acid,CCC(C1=CC=CC=C1)C(=O)O,CCC(C(=O)O)c1ccccc1,OFJWFSNDPCAWDK-UHFFFAOYSA-N,sider,7012,Blood alkaline phosphatase increased,0,unknown,0,1
Tetraethylenepentamine,C(CNCCNCCNCCN)N,NCCNCCNCCNCCN,FAGUFWYHJQFNRV-UHFFFAOYSA-N,sider,8197,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased,0,unknown,0,1
Nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,sider,8982,Aspartate aminotransferase increased;Hepatotoxicity;Liver function test abnormal,0,unknown,0,1
Methohexital,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,sider,9034,Liver function test abnormal,0,unknown,0,1
Dimercaptosuccinic Acid,C(C(C(=O)O)S)(C(=O)O)S,O=C(O)C(S)C(S)C(=O)O,ACTRVOBWPAIOHC-UHFFFAOYSA-N,sider,9354,Alanine aminotransferase increased,0,unknown,0,1
Propoxyphene,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N,sider,10100,Hepatic function abnormal;Hepatic steatosis;Hepatocellular injury;Hepatomegaly;Jaundice;Jaundice cholestatic;Liver function test abnormal;Liver injury,0,unknown,0,1
4-Hydroxybutyric Acid,C(CC(=O)O)CO,O=C(O)CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-N,sider,10413,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased,0,unknown,0,1
Medroxyprogesterone,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,FRQMUZJSZHZSGN-HBNHAYAOSA-N,sider,10631,Jaundice;Jaundice cholestatic;Jaundice neonatal;Liver function test abnormal,0,unknown,0,1
Clopenthixol dihydrochloride,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,LPWNZMIBFHMYMX-UHFFFAOYSA-N,sider,12453,Alanine aminotransferase increased;Blood bilirubin increased;Hepatitis cholestatic;Jaundice;Liver function test abnormal,0,unknown,0,1
Erythromycin Stearate,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,YAVZHCFFUATPRK-YZPBMOCRSA-N,sider,12559,Hepatic function abnormal;Hepatitis;Liver function test abnormal,0,unknown,0,1
Feraheme/Rienso,O[Fe]=O.O[Fe]=O.[Fe],O=[Fe]O,UCNNJGDEJXIUCC-UHFFFAOYSA-L,sider,14789,Hepatic function abnormal,0,unknown,0,1
Arsenic Trioxide,[O-2].[O-2].[O-2].[As+3].[As+3],[As+3],QTLQKAJBUDWPIB-UHFFFAOYSA-N,sider,14888,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased,0,unknown,0,1
Metaxalone,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,IMWZZHHPURKASS-UHFFFAOYSA-N,sider,15459,Jaundice,0,unknown,0,1
Amiloride hydrochloride anhydrous,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,ACHKKGDWZVCSNH-UHFFFAOYSA-N,sider,16230,Hepatic encephalopathy;Hepatic function abnormal;Hepatocellular injury;Jaundice;Liver disorder,0,unknown,0,1
1-(2-Deoxy-a-D-ribofuranosyl)-5-azacytosine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,XAUDJQYHKZQPEU-UHFFFAOYSA-N,sider,16886,Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin decreased;Blood bilirubin increased;Liver function test abnormal,0,unknown,0,1
"(17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) N,N-bis(2-chloroethyl)carbamate",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,FRPJXPJMRWBBIH-UHFFFAOYSA-N,sider,18140,Liver function test abnormal,0,unknown,0,1
Megestrol,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,VXIMPSPISRVBPZ-NWUMPJBXSA-N,sider,19090,Hepatomegaly,0,unknown,0,1
Gold Sodium Thiomalate,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],O=C(O)CC(S)C(=O)O,VXIHRIQNJCRFQX-UHFFFAOYSA-K,sider,22318,Hepatic failure;Hepatitis;Jaundice;Jaundice cholestatic,0,unknown,0,1
"17-Oxoestra-1(10),2,4-trien-3-yl hydrogen sulfate--piperazine (1/1)",CC12CC[C@H]3C([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,CC12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CCC3[C@@H]1CCC2=O,HZEQBCVBILBTEP-GWKMLMIWSA-N,sider,23703,Hepatic function abnormal;Jaundice cholestatic,0,unknown,0,1
Iron,[Fe],[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,sider,23925,Alanine aminotransferase increased;Gamma-glutamyltransferase increased,0,unknown,0,1
Chromium,[Cr],[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,sider,23976,Hepatocellular injury;Liver injury,0,unknown,0,1
Clodronate,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,ACSIXWWBWUQEHA-UHFFFAOYSA-N,sider,25419,Alanine aminotransferase increased;Hepatic cancer metastatic;Hepatic function abnormal;Hepatocellular injury;Liver disorder;Metastases to liver,0,unknown,0,1
Isosorbide Mononitrate,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,sider,27661,Alanine aminotransferase increased;Aspartate aminotransferase increased;Gamma-glutamyltransferase increased;Hepatomegaly,0,unknown,0,1
